tick,time_s,requested_w,received_w
348,20880,0,0
349,20940,0,0
350,21000,0,0
351,21060,0,0
352,21120,0,0
353,21180,0,0
354,21240,0,0
355,21300,0,0
356,21360,0,0
357,21420,0,0
358,21480,0,0
359,21540,0,0
360,21600,0,0
361,21660,0,0
362,21720,0,0
363,21780,0,0
364,21840,0,0
365,21900,0,0
366,21960,0,0
367,22020,0,0
368,22080,0,0
369,22140,0,0
370,22200,0,0
371,22260,0,0
372,22320,0,0
373,22380,0,0
374,22440,0,0
375,22500,0,0
376,22560,0,0
377,22620,0,0
378,22680,0,0
379,22740,0,0
380,22800,0,0
381,22860,0,0
382,22920,0,0
383,22980,0,0
384,23040,0,0
385,23100,0,0
386,23160,0,0
387,23220,0,0
388,23280,0,0
389,23340,0,0
390,23400,0,0
391,23460,0,0
392,23520,0,0
393,23580,0,0
394,23640,0,0
395,23700,0,0
396,23760,0,0
397,23820,0,0
398,23880,0,0
399,23940,0,0
400,24000,0,0
401,24060,0,0
402,24120,0,0
403,24180,0,0
404,24240,0,0
405,24300,0,0
406,24360,0,0
407,24420,0,0
408,24480,0,0
409,24540,0,0
410,24600,0,0
411,24660,0,0
412,24720,0,0
413,24780,0,0
414,24840,0,0
415,24900,0,0
416,24960,0,0
417,25020,0,0
418,25080,0,0
419,25140,0,0
420,25200,0,0
421,25260,0,0
422,25320,0,0
423,25380,0,0
424,25440,0,0
425,25500,0,0
426,25560,0,0
427,25620,0,0
428,25680,0,0
429,25740,0,0
430,25800,0,0
431,25860,0,0
432,25920,0,0
433,25980,0,0
434,26040,0,0
435,26100,0,0
436,26160,0,0
437,26220,0,0
438,26280,0,0
439,26340,0,0
440,26400,0,0
441,26460,0,0
442,26520,0,0
443,26580,0,0
444,26640,0,0
445,26700,0,0
446,26760,0,0
447,26820,0,0
448,26880,0,0
449,26940,0,0
450,27000,0,0
451,27060,0,0
452,27120,0,0
453,27180,0,0
454,27240,0,0
455,27300,0,0
456,27360,0,0
457,27420,0,0
458,27480,0,0
459,27540,0,0
460,27600,0,0
461,27660,0,0
462,27720,0,0
463,27780,0,0
464,27840,0,0
465,27900,0,0
466,27960,0,0
467,28020,0,0
468,28080,0,0
469,28140,0,0
470,28200,0,0
471,28260,0,0
472,28320,0,0
473,28380,0,0
474,28440,0,0
475,28500,0,0
476,28560,0,0
477,28620,0,0
478,28680,0,0
479,28740,0,0
480,28800,1500,1500
481,28860,1500,1500
482,28920,1500,1500
483,28980,1500,1500
484,29040,1500,1500
485,29100,1500,1500
486,29160,1500,1500
487,29220,1500,1500
488,29280,1500,1500
489,29340,1500,1500
490,29400,1500,1500
491,29460,1500,1500
492,29520,1500,1500
493,29580,1500,1500
494,29640,1500,1500
495,29700,1500,1500
496,29760,1500,1500
497,29820,1500,1500
498,29880,1500,1500
499,29940,1500,1500
500,30000,1500,1500
501,30060,1500,1500
502,30120,1500,1500
503,30180,1500,1500
504,30240,1500,1500
505,30300,1500,1500
506,30360,1500,1500
507,30420,1500,1500
508,30480,1500,135.289
509,30540,1500,0
510,30600,1500,0
511,30660,1500,0
512,30720,1500,0
513,30780,0,0
514,30840,0,0
515,30900,0,0
516,30960,0,0
517,31020,0,0
518,31080,0,0
519,31140,0,0
520,31200,0,0
521,31260,0,0
522,31320,0,0
523,31380,0,0
524,31440,0,0
525,31500,0,0
526,31560,0,0
527,31620,0,0
528,31680,0,0
529,31740,0,0
530,31800,0,0
531,31860,0,0
532,31920,0,0
533,31980,0,0
534,32040,0,0
535,32100,0,0
536,32160,0,0
537,32220,0,0
538,32280,0,0
539,32340,0,0
540,32400,0,0
541,32460,0,0
542,32520,0,0
543,32580,0,0
544,32640,0,0
545,32700,0,0
546,32760,0,0
547,32820,0,0
548,32880,0,0
549,32940,0,0
550,33000,0,0
551,33060,0,0
552,33120,0,0
553,33180,0,0
554,33240,0,0
555,33300,0,0
556,33360,0,0
557,33420,0,0
558,33480,0,0
559,33540,0,0
560,33600,0,0
561,33660,0,0
562,33720,0,0
563,33780,0,0
564,33840,0,0
565,33900,0,0
566,33960,0,0
567,34020,0,0
568,34080,0,0
569,34140,0,0
570,34200,0,0
571,34260,0,0
572,34320,0,0
573,34380,0,0
574,34440,0,0
575,34500,0,0
576,34560,0,0
577,34620,0,0
578,34680,0,0
579,34740,0,0
580,34800,0,0
581,34860,0,0
582,34920,0,0
583,34980,0,0
584,35040,0,0
585,35100,0,0
586,35160,0,0
587,35220,0,0
588,35280,0,0
589,35340,0,0
590,35400,0,0
591,35460,0,0
592,35520,0,0
593,35580,0,0
594,35640,0,0
595,35700,0,0
596,35760,0,0
597,35820,0,0
598,35880,0,0
599,35940,0,0
600,36000,0,0
601,36060,0,0
602,36120,0,0
603,36180,0,0
604,36240,0,0
605,36300,0,0
606,36360,0,0
607,36420,0,0
608,36480,0,0
609,36540,0,0
610,36600,0,0
611,36660,0,0
612,36720,0,0
613,36780,0,0
614,36840,0,0
615,36900,0,0
616,36960,0,0
617,37020,0,0
618,37080,0,0
619,37140,0,0
620,37200,0,0
621,37260,0,0
622,37320,0,0
623,37380,0,0
624,37440,0,0
625,37500,0,0
626,37560,0,0
627,37620,0,0
628,37680,0,0
629,37740,0,0
630,37800,0,0
631,37860,0,0
632,37920,0,0
633,37980,0,0
634,38040,0,0
635,38100,0,0
636,38160,0,0
637,38220,0,0
638,38280,0,0
639,38340,0,0
640,38400,0,0
641,38460,0,0
642,38520,0,0
643,38580,0,0
644,38640,0,0
645,38700,0,0
646,38760,0,0
647,38820,0,0
648,38880,0,0
649,38940,0,0
650,39000,0,0
651,39060,0,0
652,39120,0,0
653,39180,0,0
654,39240,0,0
655,39300,0,0
656,39360,0,0
657,39420,0,0
658,39480,0,0
659,39540,0,0
660,39600,1416,1416
661,39660,1416,1416
662,39720,1416,1416
663,39780,1416,1416
664,39840,1416,1416
665,39900,1416,1416
666,39960,1416,1416
667,40020,1416,1416
668,40080,1416,1416
669,40140,1416,1416
670,40200,1416,1416
671,40260,1416,1416
672,40320,1416,1416
673,40380,1416,1416
674,40440,1416,1416
675,40500,1416,1416
676,40560,1416,1416
677,40620,1416,1416
678,40680,1416,1416
679,40740,1416,1416
680,40800,1416,1416
681,40860,1416,1416
682,40920,1416,1416
683,40980,1416,1416
684,41040,1416,1416
685,41100,1416,1416
686,41160,1416,1416
687,41220,1416,1416
688,41280,1416,1416
689,41340,1416,1416
690,41400,1416,1416
691,41460,1416,245.326
692,41520,1416,0
693,41580,1416,0
694,41640,1416,0
695,41700,1416,0
696,41760,0,0
697,41820,0,0
698,41880,0,0
699,41940,0,0
700,42000,0,0
701,42060,0,0
702,42120,0,0
703,42180,0,0
704,42240,0,0
705,42300,0,0
706,42360,0,0
707,42420,0,0
708,42480,0,0
709,42540,0,0
710,42600,0,0
711,42660,0,0
712,42720,0,0
713,42780,0,0
714,42840,0,0
715,42900,0,0
716,42960,0,0
717,43020,0,0
718,43080,0,0
719,43140,0,0
720,43200,0,0
721,43260,0,0
722,43320,0,0
723,43380,0,0
