tick,time_s,status,solar_scale,solar_input,output,efficiency
703,42180,1,0,0,0,0.3
704,42240,1,0,0,0,0.3
705,42300,1,0,0,0,0.3
706,42360,1,0,0,0,0.3
707,42420,1,0,0,0,0.3
708,42480,1,0,0,0,0.3
709,42540,1,0,0,0,0.3
710,42600,1,0,0,0,0.3
711,42660,1,0,0,0,0.3
712,42720,1,0,0,0,0.3
713,42780,1,0,0,0,0.3
714,42840,1,0,0,0,0.3
715,42900,1,0,0,0,0.3
716,42960,1,0,0,0,0.3
717,43020,1,0,0,0,0.3
718,43080,1,0,0,0,0.3
719,43140,1,0,0,0,0.3
720,43200,1,0,0,0,0.3
721,43260,1,0,0,0,0.3
722,43320,1,0,0,0,0.3
723,43380,1,0,0,0,0.3
724,43440,1,0,0,0,0.3
725,43500,1,0,0,0,0.3
726,43560,1,0,0,0,0.3
727,43620,1,0,0,0,0.3
728,43680,1,0,0,0,0.3
729,43740,1,0.516707,2928.18,878.454,0.3
730,43800,1,0.550048,3117.12,935.136,0.3
731,43860,1,0.583165,3304.79,991.438,0.3
732,43920,1,0.61591,3490.36,1047.11,0.3
733,43980,1,0.648138,3673,1101.9,0.3
734,44040,1,0.679704,3851.88,1155.56,0.3
735,44100,1,0.710467,4026.22,1207.87,0.3
736,44160,1,0.740291,4195.23,1258.57,0.3
737,44220,1,0.769041,4358.16,1307.45,0.3
738,44280,1,0.79659,4514.27,1354.28,0.3
739,44340,1,0.822814,4662.89,1398.87,0.3
740,44400,1,0.847596,4803.33,1441,0.3
741,44460,1,0.870826,4934.97,1480.49,0.3
742,44520,1,0.8924,5057.23,1517.17,0.3
743,44580,1,0.912221,5169.56,1550.87,0.3
744,44640,1,0.930201,5271.45,1581.43,0.3
745,44700,1,0.946259,5362.45,1608.74,0.3
746,44760,1,0.960325,5442.16,1632.65,0.3
747,44820,1,0.972335,5510.22,1653.07,0.3
748,44880,1,0.982235,5566.32,1669.9,0.3
749,44940,1,0.989981,5610.22,1683.07,0.3
750,45000,1,0.995539,5641.72,1692.52,0.3
751,45060,1,0.998883,5660.67,1698.2,0.3
752,45120,1,1,5667,1700.1,0.3
753,45180,1,0.998883,5660.67,1698.2,0.3
754,45240,1,0.995539,5641.72,1692.52,0.3
755,45300,1,0.989981,5610.22,1683.07,0.3
756,45360,1,0.982235,5566.32,1669.9,0.3
757,45420,1,0.972335,5510.22,1653.07,0.3
758,45480,1,0.960325,5442.16,1632.65,0.3
759,45540,1,0.946259,5362.45,1608.74,0.3
760,45600,1,0.930201,5271.45,1581.43,0.3
761,45660,1,0.912221,5169.56,1550.87,0.3
762,45720,1,0.8924,5057.23,1517.17,0.3
763,45780,1,0.870826,4934.97,1480.49,0.3
764,45840,1,0.847596,4803.33,1441,0.3
765,45900,1,0.822814,4662.89,1398.87,0.3
766,45960,1,0.79659,4514.27,1354.28,0.3
767,46020,1,0.769041,4358.16,1307.45,0.3
768,46080,1,0.740291,4195.23,1258.57,0.3
769,46140,1,0.710467,4026.22,1207.87,0.3
770,46200,1,0.679704,3851.88,1155.56,0.3
771,46260,1,0.648138,3673,1101.9,0.3
772,46320,1,0.61591,3490.36,1047.11,0.3
773,46380,1,0.583165,3304.79,991.438,0.3
774,46440,1,0.550048,3117.12,935.136,0.3
775,46500,1,0.516707,2928.18,878.454,0.3
776,46560,1,0,0,0,0.3
777,46620,1,0,0,0,0.3
778,46680,1,0,0,0,0.3
779,46740,1,0,0,0,0.3
780,46800,1,0,0,0,0.3
781,46860,1,0,0,0,0.3
782,46920,1,0,0,0,0.3
783,46980,1,0,0,0,0.3
784,47040,1,0,0,0,0.3
785,47100,1,0,0,0,0.3
786,47160,1,0,0,0,0.3
787,47220,1,0,0,0,0.3
788,47280,1,0,0,0,0.3
789,47340,1,0,0,0,0.3
790,47400,1,0,0,0,0.3
791,47460,1,0,0,0,0.3
792,47520,1,0,0,0,0.3
793,47580,1,0,0,0,0.3
794,47640,1,0,0,0,0.3
795,47700,1,0,0,0,0.3
796,47760,1,0,0,0,0.3
797,47820,1,0,0,0,0.3
798,47880,1,0,0,0,0.3
799,47940,1,0,0,0,0.3
800,48000,1,0,0,0,0.3
801,48060,1,0,0,0,0.3
802,48120,1,0,0,0,0.3
803,48180,1,0,0,0,0.3
804,48240,1,0,0,0,0.3
805,48300,1,0,0,0,0.3
806,48360,1,0,0,0,0.3
807,48420,1,0,0,0,0.3
808,48480,1,0,0,0,0.3
809,48540,1,0,0,0,0.3
810,48600,1,0,0,0,0.3
811,48660,1,0,0,0,0.3
812,48720,1,0,0,0,0.3
813,48780,1,0,0,0,0.3
814,48840,1,0,0,0,0.3
815,48900,1,0,0,0,0.3
816,48960,1,0,0,0,0.3
817,49020,1,0,0,0,0.3
818,49080,1,0,0,0,0.3
819,49140,1,0,0,0,0.3
820,49200,1,0,0,0,0.3
821,49260,1,0,0,0,0.3
822,49320,1,0,0,0,0.3
823,49380,1,0.516707,2928.18,878.454,0.3
824,49440,1,0.550048,3117.12,935.136,0.3
825,49500,1,0.583165,3304.79,991.438,0.3
826,49560,1,0.61591,3490.36,1047.11,0.3
827,49620,1,0.648138,3673,1101.9,0.3
828,49680,1,0.679704,3851.88,1155.56,0.3
829,49740,1,0.710467,4026.22,1207.87,0.3
830,49800,1,0.740291,4195.23,1258.57,0.3
831,49860,1,0.769041,4358.16,1307.45,0.3
832,49920,1,0.79659,4514.27,1354.28,0.3
833,49980,1,0.822814,4662.89,1398.87,0.3
834,50040,1,0.847596,4803.33,1441,0.3
835,50100,1,0.870826,4934.97,1480.49,0.3
836,50160,1,0.8924,5057.23,1517.17,0.3
837,50220,1,0.912221,5169.56,1550.87,0.3
838,50280,1,0.930201,5271.45,1581.43,0.3
839,50340,1,0.946259,5362.45,1608.74,0.3
840,50400,1,0.960325,5442.16,1632.65,0.3
841,50460,1,0.972335,5510.22,1653.07,0.3
842,50520,1,0.982235,5566.32,1669.9,0.3
843,50580,1,0.989981,5610.22,1683.07,0.3
844,50640,1,0.995539,5641.72,1692.52,0.3
845,50700,1,0.998883,5660.67,1698.2,0.3
846,50760,1,1,5667,1700.1,0.3
847,50820,1,0.998883,5660.67,1698.2,0.3
848,50880,1,0.995539,5641.72,1692.52,0.3
849,50940,1,0.989981,5610.22,1683.07,0.3
850,51000,1,0.982235,5566.32,1669.9,0.3
851,51060,1,0.972335,5510.22,1653.07,0.3
852,51120,1,0.960325,5442.16,1632.65,0.3
853,51180,1,0.946259,5362.45,1608.74,0.3
854,51240,1,0.930201,5271.45,1581.43,0.3
855,51300,1,0.912221,5169.56,1550.87,0.3
856,51360,1,0.8924,5057.23,1517.17,0.3
857,51420,1,0.870826,4934.97,1480.49,0.3
858,51480,1,0.847596,4803.33,1441,0.3
859,51540,1,0.822814,4662.89,1398.87,0.3
860,51600,1,0.79659,4514.27,1354.28,0.3
861,51660,1,0.769041,4358.16,1307.45,0.3
862,51720,1,0.740291,4195.23,1258.57,0.3
863,51780,1,0.710467,4026.22,1207.87,0.3
864,51840,1,0.679704,3851.88,1155.56,0.3
865,51900,1,0.648138,3673,1101.9,0.3
866,51960,1,0.61591,3490.36,1047.11,0.3
867,52020,1,0.583165,3304.79,991.438,0.3
868,52080,1,0.550048,3117.12,935.136,0.3
869,52140,1,0.516707,2928.18,878.454,0.3
870,52200,1,0,0,0,0.3
871,52260,1,0,0,0,0.3
872,52320,1,0,0,0,0.3
873,52380,1,0,0,0,0.3
874,52440,1,0,0,0,0.3
875,52500,1,0,0,0,0.3
876,52560,1,0,0,0,0.3
877,52620,1,0,0,0,0.3
878,52680,1,0,0,0,0.3
879,52740,1,0,0,0,0.3
880,52800,1,0,0,0,0.3
881,52860,1,0,0,0,0.3
882,52920,1,0,0,0,0.3
883,52980,1,0,0,0,0.3
884,53040,1,0,0,0,0.3
885,53100,1,0,0,0,0.3
886,53160,1,0,0,0,0.3
887,53220,1,0,0,0,0.3
888,53280,1,0,0,0,0.3
889,53340,1,0,0,0,0.3
890,53400,1,0,0,0,0.3
891,53460,1,0,0,0,0.3
892,53520,1,0,0,0,0.3
893,53580,1,0,0,0,0.3
894,53640,1,0,0,0,0.3
895,53700,1,0,0,0,0.3
896,53760,1,0,0,0,0.3
897,53820,1,0,0,0,0.3
898,53880,1,0,0,0,0.3
899,53940,1,0,0,0,0.3
900,54000,1,0,0,0,0.3
901,54060,1,0,0,0,0.3
902,54120,1,0,0,0,0.3
903,54180,1,0,0,0,0.3
904,54240,1,0,0,0,0.3
905,54300,1,0,0,0,0.3
906,54360,1,0,0,0,0.3
907,54420,1,0,0,0,0.3
908,54480,1,0,0,0,0.3
909,54540,1,0,0,0,0.3
910,54600,1,0,0,0,0.3
911,54660,1,0,0,0,0.3
912,54720,1,0,0,0,0.3
913,54780,1,0,0,0,0.3
914,54840,1,0,0,0,0.3
915,54900,1,0,0,0,0.3
916,54960,1,0,0,0,0.3
917,55020,1,0.516707,2928.18,878.454,0.3
918,55080,1,0.550048,3117.12,935.136,0.3
919,55140,1,0.583165,3304.79,991.438,0.3
920,55200,1,0.61591,3490.36,1047.11,0.3
921,55260,1,0.648138,3673,1101.9,0.3
922,55320,1,0.679704,3851.88,1155.56,0.3
923,55380,1,0.710467,4026.22,1207.87,0.3
924,55440,1,0.740291,4195.23,1258.57,0.3
925,55500,1,0.769041,4358.16,1307.45,0.3
926,55560,1,0.79659,4514.27,1354.28,0.3
927,55620,1,0.822814,4662.89,1398.87,0.3
928,55680,1,0.847596,4803.33,1441,0.3
929,55740,1,0.870826,4934.97,1480.49,0.3
930,55800,1,0.8924,5057.23,1517.17,0.3
931,55860,1,0.912221,5169.56,1550.87,0.3
932,55920,1,0.930201,5271.45,1581.43,0.3
933,55980,1,0.946259,5362.45,1608.74,0.3
934,56040,1,0.960325,5442.16,1632.65,0.3
935,56100,1,0.972335,5510.22,1653.07,0.3
936,56160,1,0.982235,5566.32,1669.9,0.3
937,56220,1,0.989981,5610.22,1683.07,0.3
938,56280,1,0.995539,5641.72,1692.52,0.3
939,56340,1,0.998883,5660.67,1698.2,0.3
940,56400,1,1,5667,1700.1,0.3
941,56460,1,0.998883,5660.67,1698.2,0.3
942,56520,1,0.995539,5641.72,1692.52,0.3
943,56580,1,0.989981,5610.22,1683.07,0.3
944,56640,1,0.982235,5566.32,1669.9,0.3
945,56700,1,0.972335,5510.22,1653.07,0.3
946,56760,1,0.960325,5442.16,1632.65,0.3
947,56820,1,0.946259,5362.45,1608.74,0.3
948,56880,1,0.930201,5271.45,1581.43,0.3
949,56940,1,0.912221,5169.56,1550.87,0.3
950,57000,1,0.8924,5057.23,1517.17,0.3
951,57060,1,0.870826,4934.97,1480.49,0.3
952,57120,1,0.847596,4803.33,1441,0.3
953,57180,1,0.822814,4662.89,1398.87,0.3
954,57240,1,0.79659,4514.27,1354.28,0.3
955,57300,1,0.769041,4358.16,1307.45,0.3
956,57360,1,0.740291,4195.23,1258.57,0.3
957,57420,1,0.710467,4026.22,1207.87,0.3
958,57480,1,0.679704,3851.88,1155.56,0.3
959,57540,1,0.648138,3673,1101.9,0.3
960,57600,1,0.61591,3490.36,1047.11,0.3
961,57660,1,0.583165,3304.79,991.438,0.3
962,57720,1,0.550048,3117.12,935.136,0.3
963,57780,1,0.516707,2928.18,878.454,0.3
964,57840,1,0,0,0,0.3
965,57900,1,0,0,0,0.3
966,57960,1,0,0,0,0.3
967,58020,1,0,0,0,0.3
968,58080,1,0,0,0,0.3
969,58140,1,0,0,0,0.3
970,58200,1,0,0,0,0.3
971,58260,1,0,0,0,0.3
972,58320,1,0,0,0,0.3
973,58380,1,0,0,0,0.3
974,58440,1,0,0,0,0.3
975,58500,1,0,0,0,0.3
976,58560,1,0,0,0,0.3
977,58620,1,0,0,0,0.3
978,58680,1,0,0,0,0.3
979,58740,1,0,0,0,0.3
980,58800,1,0,0,0,0.3
981,58860,1,0,0,0,0.3
982,58920,1,0,0,0,0.3
983,58980,1,0,0,0,0.3
984,59040,1,0,0,0,0.3
985,59100,1,0,0,0,0.3
986,59160,1,0,0,0,0.3
987,59220,1,0,0,0,0.3
988,59280,1,0,0,0,0.3
989,59340,1,0,0,0,0.3
990,59400,1,0,0,0,0.3
991,59460,1,0,0,0,0.3
992,59520,1,0,0,0,0.3
993,59580,1,0,0,0,0.3
994,59640,1,0,0,0,0.3
995,59700,1,0,0,0,0.3
996,59760,1,0,0,0,0.3
997,59820,1,0,0,0,0.3
998,59880,1,0,0,0,0.3
999,59940,1,0,0,0,0.3
1000,60000,1,0,0,0,0.3
